trait	gene	chr	ID	POS	z	pip	r2_lead	cs95	cs99	is_lead
LDL_C	PCSK9	1	rs1755586	54543445	0.206360561111543	0	0.00486036248569	0	0	FALSE
LDL_C	PCSK9	1	rs11206382	54543576	-1.81940766274723	0	0.00145782694225	0	0	FALSE
LDL_C	PCSK9	1	rs380841	54544240	0.405920146851001	0	0.00040366033569	0	0	FALSE
LDL_C	PCSK9	1	rs11206383	54544279	0.0822573858416502	0	0.00346648935361	0	0	FALSE
LDL_C	PCSK9	1	rs11803116	54544505	-2.66495704966246	0	0.00083780723601	0	0	FALSE
LDL_C	PCSK9	1	rs115702840	54544614	-0.466775296845148	0	0.00064474350724	0	0	FALSE
LDL_C	PCSK9	1	rs550326611	54544888	-1.10230068835518	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs17393691	54544996	1.18383750898056	0	7.01459851024e-05	0	0	FALSE
LDL_C	PCSK9	1	rs58876813	54545353	0.0308298946065822	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs548094222	54545459	-2.15734344540706	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs143994288	54545684	-1.4172746071328	0	0.00056306069521	0	0	FALSE
LDL_C	PCSK9	1	rs72668252	54545864	-0.335455666556205	0	0.00091799304256	0	0	FALSE
LDL_C	PCSK9	1	rs148647378	54545998	0.50278757081091	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs116641105	54546310	1.7688344134731	0	0.00229687272049	0	0	FALSE
LDL_C	PCSK9	1	rs10888857	54546686	0.0526937765012672	0	0.00390307564516	0	0	FALSE
LDL_C	PCSK9	1	rs113450850	54546741	1.13022386676831	0	0.00037424837025	0	0	FALSE
LDL_C	PCSK9	1	rs7515747	54547152	-0.00683984203755306	0	0.00536554785001	0	0	FALSE
LDL_C	PCSK9	1	rs11589310	54547208	0.878378862137189	0	0.00103906943716	0	0	FALSE
LDL_C	PCSK9	1	rs72901614	54547302	0.446638532833761	0	0.021072296569	0	0	FALSE
LDL_C	PCSK9	1	rs184967863	54547785	1.62585533828463	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs116826850	54548187	-0.767481245729301	0	0.00048608784676	0	0	FALSE
LDL_C	PCSK9	1	rs112383115	54548284	0.146414370858088	0	0.00208332909225	0	0	FALSE
LDL_C	PCSK9	1	rs34630746	54548340	0.972558535355902	0	0.00145068050884	0	0	FALSE
LDL_C	PCSK9	1	rs3753009	54548422	0.319764449137996	0	0.00413840036416	0	0	FALSE
LDL_C	PCSK9	1	rs299874	54548426	1.47078562074253	0	0.00032286339856	0	0	FALSE
LDL_C	PCSK9	1	rs3753011	54548427	-0.251816541169136	0	0.00086556582025	0	0	FALSE
LDL_C	PCSK9	1	rs12133271	54548429	-0.13654058925194	0	0.00546354548964	0	0	FALSE
LDL_C	PCSK9	1	rs299872	54548487	1.38964319309309	0	0.00051712124409	0	0	FALSE
LDL_C	PCSK9	1	rs568393946	54548573	-1.6565007333189	0	0.00023946324516	0	0	FALSE
LDL_C	PCSK9	1	rs144080016	54548685	0.219060948228887	0	0.000400640256	0	0	FALSE
LDL_C	PCSK9	1	rs3753013	54548819	-0.35604543152113	0	0.00032118016225	0	0	FALSE
LDL_C	PCSK9	1	rs182003320	54548846	0.925244527751009	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs12133518	54549149	-0.35054417996874	0	0.00126847808649	0	0	FALSE
LDL_C	PCSK9	1	rs76156963	54549187	-1.17548922451375	0	0.021072296569	0	0	FALSE
LDL_C	PCSK9	1	rs11805304	54549392	-2.90014753218884	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs299871	54549450	-0.273767457237616	0	0.00425616626449	0	0	FALSE
LDL_C	PCSK9	1	rs299870	54549703	-0.727953974772059	0	0.00313552961764	0	0	FALSE
LDL_C	PCSK9	1	rs299869	54550293	-3.14329036482941	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs115701470	54550776	-1.38823735462517	0	0.00166446864441	0	0	FALSE
LDL_C	PCSK9	1	rs142516521	54550817	-1.39219044096812	0	0.00166446864441	0	0	FALSE
LDL_C	PCSK9	1	rs187776975	54550945	2.52801789420856	0	0.00031989826449	0	0	FALSE
LDL_C	PCSK9	1	rs530401034	54551141	0.555696868036953	0	0.00023946324516	0	0	FALSE
LDL_C	PCSK9	1	rs299868	54551159	0.267919812142838	0	0.00012607247524	0	0	FALSE
LDL_C	PCSK9	1	rs72668259	54551403	1.24999718503371	0	0.00141050571489	0	0	FALSE
LDL_C	PCSK9	1	rs115882642	54551462	0.396993364701048	0	0.00056306069521	0	0	FALSE
LDL_C	PCSK9	1	rs114050472	54551976	-0.638644246981225	0	0.00141050571489	0	0	FALSE
LDL_C	PCSK9	1	rs72901621	54552063	0.875612015828566	0	0.00072963193689	0	0	FALSE
LDL_C	PCSK9	1	rs186683611	54552090	-0.117825226882299	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs147050023	54552120	-0.660758974602401	0	0.00141050571489	0	0	FALSE
LDL_C	PCSK9	1	rs184786746	54552698	0.170786009436232	0	0.017809703209	0	0	FALSE
LDL_C	PCSK9	1	rs748744097	54552849	0.960331297582197	0	0.00023946324516	0	0	FALSE
LDL_C	PCSK9	1	rs147662086	54552931	-1.68236665495931	0	0.00048169714576	0	0	FALSE
LDL_C	PCSK9	1	rs11811116	54553454	0.365016520387409	0	0.00264511690249	0	0	FALSE
LDL_C	PCSK9	1	rs72901622	54553494	0.642372799651504	0	0.00096809344164	0	0	FALSE
LDL_C	PCSK9	1	rs72901623	54553543	0.591328925367254	0	0.00096809344164	0	0	FALSE
LDL_C	PCSK9	1	rs150456016	54553655	0.182912573744387	0	0.017809703209	0	0	FALSE
LDL_C	PCSK9	1	rs115847516	54553932	-0.86857958581549	0	0.00320209988641	0	0	FALSE
LDL_C	PCSK9	1	rs61776780	54554125	0.01883630165742	0	0.00599854897009	0	0	FALSE
LDL_C	PCSK9	1	rs568549147	54554981	-0.415591810324906	0	0.00031989826449	0	0	FALSE
LDL_C	PCSK9	1	rs1084150	54555254	0.751924284299536	0	0.00115269077169	0	0	FALSE
LDL_C	PCSK9	1	rs114030883	54555363	0.338693549750884	0	0.00056306069521	0	0	FALSE
LDL_C	PCSK9	1	rs115960913	54555389	0.673220625790905	0	0.00438447919716	0	0	FALSE
LDL_C	PCSK9	1	rs79841265	54555712	0.695964540672184	0	0.00438447919716	0	0	FALSE
LDL_C	PCSK9	1	rs71637854	54556110	1.09481034081196	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs403594	54556127	0.548504659684506	0	0.00065079071236	0	0	FALSE
LDL_C	PCSK9	1	rs11206385	54556186	-0.832256029173844	0	0.00301878819225	0	0	FALSE
LDL_C	PCSK9	1	rs111969218	54556391	-0.402443664915152	0	0.021072296569	0	0	FALSE
LDL_C	PCSK9	1	rs148133728	54556737	0.346554033794255	0	0.00056306069521	0	0	FALSE
LDL_C	PCSK9	1	rs141333582	54556803	-0.0956407747271045	0	0.00144440282809	0	0	FALSE
LDL_C	PCSK9	1	rs2133003	54556884	0.507897989563448	0	0.00252590677056	0	0	FALSE
LDL_C	PCSK9	1	rs75143727	54556944	0.685492399298014	0	0.00032563646116	0	0	FALSE
LDL_C	PCSK9	1	rs12406932	54557290	0.204384019849452	0	0.00907490580129	0	0	FALSE
LDL_C	PCSK9	1	rs12080685	54557779	0.814173408975817	0	0.000906551881	0	0	FALSE
LDL_C	PCSK9	1	rs11809810	54558033	-0.375991538868324	0	0.021072296569	0	0	FALSE
LDL_C	PCSK9	1	rs12090964	54558178	0.828450057225106	0	0.000906551881	0	0	FALSE
LDL_C	PCSK9	1	rs74478684	54558947	-0.426820607429168	0	0.00130975952836	0	0	FALSE
LDL_C	PCSK9	1	rs12061713	54559189	0.700102358952232	0	0.00096809344164	0	0	FALSE
LDL_C	PCSK9	1	rs12061717	54559255	0.825970719199936	0	0.000906551881	0	0	FALSE
LDL_C	PCSK9	1	rs75325119	54559567	0.715699708827741	0	0.00438447919716	0	0	FALSE
LDL_C	PCSK9	1	rs60593559	54559685	-0.358968863845511	0	0.011547221764	0	0	FALSE
LDL_C	PCSK9	1	rs568026001	54559989	1.70959884130478	0	0.00023946324516	0	0	FALSE
LDL_C	PCSK9	1	rs140628818	54560304	-0.323598128459159	0	0.00064474350724	0	0	FALSE
LDL_C	PCSK9	1	rs146625234	54560550	1.29947384082315	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs299859	54560784	0.250618385007765	0	0.00382136621584	0	0	FALSE
LDL_C	PCSK9	1	rs2873532	54560813	1.00814359417445	0	0.00054069735841	0	0	FALSE
LDL_C	PCSK9	1	rs183904156	54560849	-0.382020756679329	0	0.00064474350724	0	0	FALSE
LDL_C	PCSK9	1	rs560927	54563050	-0.0631235092805668	0	0.00267728630625	0	0	FALSE
LDL_C	PCSK9	1	rs447553	54563079	1.022491206363	0	0.00120574228644	0	0	FALSE
LDL_C	PCSK9	1	rs12080375	54563082	0.129336855075503	0	0.021072296569	0	0	FALSE
LDL_C	PCSK9	1	rs527525572	54563089	0.358701409020088	0	0.00291143338929	0	0	FALSE
LDL_C	PCSK9	1	rs35166214	54563114	1.15805254169081	0	0.00052893100225	0	0	FALSE
LDL_C	PCSK9	1	rs978530152	54563136	0.443917870536452	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs191900710	54563287	1.01130640326677	0	0.00023946324516	0	0	FALSE
LDL_C	PCSK9	1	rs12086940	54563296	-0.277718836365542	0	0.021072296569	0	0	FALSE
LDL_C	PCSK9	1	rs78277809	54563344	-1.34956591686958	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs111249827	54563360	0.218008613457147	0	0.00165016313284	0	0	FALSE
LDL_C	PCSK9	1	rs184709822	54563588	-0.402154989200034	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs571566194	54563788	1.32226304405254	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs372253	54563840	0.445192723869691	0	0.00040496330169	0	0	FALSE
LDL_C	PCSK9	1	rs548708575	54563847	-1.52698329532146	0	0.00023946324516	0	0	FALSE
LDL_C	PCSK9	1	rs185622505	54564089	0.183407791163617	0	0.021072296569	0	0	FALSE
LDL_C	PCSK9	1	rs59629446	54564603	1.00827789082206	0	0.00344487998761	0	0	FALSE
LDL_C	PCSK9	1	rs449484	54564857	0.31054945826792	0	5.721560881e-07	0	0	FALSE
LDL_C	PCSK9	1	rs75641291	54564942	-0.812804384933432	0	0.00141050571489	0	0	FALSE
LDL_C	PCSK9	1	rs78078784	54565005	0.297744584414146	0	0.00068620945936	0	0	FALSE
LDL_C	PCSK9	1	rs537696	54565640	-0.292008088703001	0	0.00072925382209	0	0	FALSE
LDL_C	PCSK9	1	rs407444	54566223	-0.410103638673255	0	0.00056438079489	0	0	FALSE
LDL_C	PCSK9	1	rs569331656	54566337	-0.371510350496973	0	0.00023946324516	0	0	FALSE
LDL_C	PCSK9	1	rs420686	54566387	0.1909325600565	0	5.699948004e-05	0	0	FALSE
LDL_C	PCSK9	1	rs186317516	54566405	-0.852163713685869	0	0.00023946324516	0	0	FALSE
LDL_C	PCSK9	1	rs452605	54566747	0.755364018765112	0	0.00181396772649	0	0	FALSE
LDL_C	PCSK9	1	rs116593281	54566777	0.847238141303453	0	0.00141050571489	0	0	FALSE
LDL_C	PCSK9	1	rs522694	54567064	-0.194724555031519	0	0.00072925382209	0	0	FALSE
LDL_C	PCSK9	1	rs521675	54567207	-0.21785684511203	0	0.00072925382209	0	0	FALSE
LDL_C	PCSK9	1	rs532389460	54567382	-1.00174190536577	0	0.00023946324516	0	0	FALSE
LDL_C	PCSK9	1	rs115013683	54567815	0.66106500808333	0	0.00132664949824	0	0	FALSE
LDL_C	PCSK9	1	rs405731	54567909	0.126604740230846	0	3.66874912804e-05	0	0	FALSE
LDL_C	PCSK9	1	rs515189	54567930	-0.668195896928126	0	0.00339436742544	0	0	FALSE
LDL_C	PCSK9	1	rs6672495	54568054	-0.452417215096907	0	0.00045843520321	0	0	FALSE
LDL_C	PCSK9	1	rs191957111	54568055	1.00946111559088	0	0.00023946324516	0	0	FALSE
LDL_C	PCSK9	1	rs389591	54568125	-0.0872314790511731	0	4.63001315364e-05	0	0	FALSE
LDL_C	PCSK9	1	rs300281	54568127	0.998865819536146	0	0.00176994379849	0	0	FALSE
LDL_C	PCSK9	1	rs300280	54568196	0.709982880292196	0	0.00132912014041	0	0	FALSE
LDL_C	PCSK9	1	rs56147006	54568563	1.32367375813504	0	0.00335223630225	0	0	FALSE
LDL_C	PCSK9	1	rs184602499	54568585	1.63889091572419	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs142899485	54568631	0.613081112253124	0	0.00132664949824	0	0	FALSE
LDL_C	PCSK9	1	rs413025	54568659	0.197389441942271	0	0.00056227317129	0	0	FALSE
LDL_C	PCSK9	1	rs441725	54568661	0.196761598613481	0	0.00056227317129	0	0	FALSE
LDL_C	PCSK9	1	rs140773482	54569021	0.925134962619835	0	0.00279471879801	0	0	FALSE
LDL_C	PCSK9	1	rs12124620	54569181	-0.665188377276422	0	0.003596041089	0	0	FALSE
LDL_C	PCSK9	1	rs58859227	54569185	1.27702432821598	0	0.00335223630225	0	0	FALSE
LDL_C	PCSK9	1	rs61650942	54569436	1.28251635753588	0	0.00335223630225	0	0	FALSE
LDL_C	PCSK9	1	rs114525994	54569587	-0.698307457243314	0	0.00156455847025	0	0	FALSE
LDL_C	PCSK9	1	rs300279	54569596	0.856453441937928	0	3.50593067881e-05	0	0	FALSE
LDL_C	PCSK9	1	rs300278	54569675	0.819199699831314	0	0.00215558704089	0	0	FALSE
LDL_C	PCSK9	1	rs300277	54569722	1.22455147375981	0	0.00054481161744	0	0	FALSE
LDL_C	PCSK9	1	rs181703956	54569921	1.1926118687707	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs72668264	54570118	1.10069651343364	0	0.00031989826449	0	0	FALSE
LDL_C	PCSK9	1	rs181256253	54570227	0.212981432921392	0	0.00881717244004	0	0	FALSE
LDL_C	PCSK9	1	rs143129041	54570626	0.633096523573609	0	0.00132664949824	0	0	FALSE
LDL_C	PCSK9	1	rs300276	54570684	1.18610630526721	0	0.00323176332196	0	0	FALSE
LDL_C	PCSK9	1	rs530931310	54570991	2.03311951737687	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs74071845	54571455	-0.386178845119808	0	0.00023946324516	0	0	FALSE
LDL_C	PCSK9	1	rs116075452	54571491	0.635133496280755	0	0.00132664949824	0	0	FALSE
LDL_C	PCSK9	1	rs300275	54571936	0.747366054553473	0	0.00330530706724	0	0	FALSE
LDL_C	PCSK9	1	rs139409172	54572384	-0.583503480451488	0	0.00295198795684	0	0	FALSE
LDL_C	PCSK9	1	rs575878742	54572534	-0.18262027868007	0	0.00036022901209	0	0	FALSE
LDL_C	PCSK9	1	rs12406758	54572576	-0.40905936323504	0	0.0128777104	0	0	FALSE
LDL_C	PCSK9	1	rs552653476	54573069	0.573655138149613	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs3851855	54573308	0.732784845076656	0	0.00141050571489	0	0	FALSE
LDL_C	PCSK9	1	rs183859217	54573615	0.629575266501598	0	0.00881717244004	0	0	FALSE
LDL_C	PCSK9	1	rs300274	54573693	1.53107566233545	0	0.00798317232196	0	0	FALSE
LDL_C	PCSK9	1	rs77116024	54574687	-1.29741505380646	0	0.00271453504144	0	0	FALSE
LDL_C	PCSK9	1	rs140877298	54574737	0.124655658635575	0	0.00881717244004	0	0	FALSE
LDL_C	PCSK9	1	rs17110698	54574878	0.625712400995987	0	0.00132664949824	0	0	FALSE
LDL_C	PCSK9	1	rs186910330	54575248	1.55573438201064	0	0.00031989826449	0	0	FALSE
LDL_C	PCSK9	1	rs138842218	54575561	0.198024362452119	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs555009	54575741	0.743444317387675	0	0.00149476570884	0	0	FALSE
LDL_C	PCSK9	1	rs115054150	54575750	0.642500565558248	0	0.00132664949824	0	0	FALSE
LDL_C	PCSK9	1	rs141993369	54575831	0.512619446738602	0	0.00372311089929	0	0	FALSE
LDL_C	PCSK9	1	rs580327	54576186	0.74296450187151	0	0.00149476570884	0	0	FALSE
LDL_C	PCSK9	1	rs186635246	54576210	-0.233960371093721	0	0.00023946324516	0	0	FALSE
LDL_C	PCSK9	1	rs579302	54576340	0.742441043939741	0	0.00149476570884	0	0	FALSE
LDL_C	PCSK9	1	rs666186	54576368	0.737452220909805	0	0.00149476570884	0	0	FALSE
LDL_C	PCSK9	1	rs473806	54576652	0.744147396751034	0	0.00149476570884	0	0	FALSE
LDL_C	PCSK9	1	rs116097493	54576947	0.640495208410964	0	0.00132664949824	0	0	FALSE
LDL_C	PCSK9	1	rs12563214	54576975	-0.529311578851937	0	0.00669539608516	0	0	FALSE
LDL_C	PCSK9	1	rs17110720	54576981	0.729631997785373	0	0.00141050571489	0	0	FALSE
LDL_C	PCSK9	1	rs478225	54577084	0.744304238864619	0	0.00149476570884	0	0	FALSE
LDL_C	PCSK9	1	rs113312147	54577334	-1.30195284075458	0	0.00023946324516	0	0	FALSE
LDL_C	PCSK9	1	rs514628	54577399	0.744375346171812	0	0.00149476570884	0	0	FALSE
LDL_C	PCSK9	1	rs639736	54577709	0.746156320011381	0	0.00149476570884	0	0	FALSE
LDL_C	PCSK9	1	rs505224	54577710	0.746071776080441	0	0.00149476570884	0	0	FALSE
LDL_C	PCSK9	1	rs188806151	54578087	-0.682915160142394	0	0.00023946324516	0	0	FALSE
LDL_C	PCSK9	1	rs185499672	54578290	1.69743699767714	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs189135289	54578526	-0.434249860209041	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs145067636	54578734	1.41620411874289	0	0.00048169714576	0	0	FALSE
LDL_C	PCSK9	1	rs479508	54578929	0.753041139858097	0	0.00149476570884	0	0	FALSE
LDL_C	PCSK9	1	rs76029865	54579240	0.755700948902656	0	0.00149476570884	0	0	FALSE
LDL_C	PCSK9	1	rs1755588	54579267	0.755886433906556	0	0.00149476570884	0	0	FALSE
LDL_C	PCSK9	1	rs1655527	54579366	0.752875524650764	0	0.00149476570884	0	0	FALSE
LDL_C	PCSK9	1	rs142231778	54579374	-1.06342112114173	0	0.00072674454724	0	0	FALSE
LDL_C	PCSK9	1	rs1755589	54579490	0.760490691400056	0	0.00149476570884	0	0	FALSE
LDL_C	PCSK9	1	rs114205182	54579638	0.602091609433422	0	0.00132664949824	0	0	FALSE
LDL_C	PCSK9	1	rs115058053	54579657	0.641188220334013	0	0.00132664949824	0	0	FALSE
LDL_C	PCSK9	1	rs145449362	54579779	1.60600413906057	0	0.00116017896996	0	0	FALSE
LDL_C	PCSK9	1	rs116698019	54579874	0.645396701241495	0	0.00132664949824	0	0	FALSE
LDL_C	PCSK9	1	rs114605542	54579898	0.256633181974079	0	0.000400640256	0	0	FALSE
LDL_C	PCSK9	1	rs74644057	54579916	0.608046209968648	0	0.00132664949824	0	0	FALSE
LDL_C	PCSK9	1	rs4927141	54580024	0.743663875902989	0	0.00141050571489	0	0	FALSE
LDL_C	PCSK9	1	rs300273	54580257	1.90555255944831	0	0.00592356504609	0	0	FALSE
LDL_C	PCSK9	1	rs78060355	54580263	0.750045625410577	0	0.00141050571489	0	0	FALSE
LDL_C	PCSK9	1	rs300272	54580310	1.86404117099184	0	0.00572280146064	0	0	FALSE
LDL_C	PCSK9	1	rs116385435	54580319	-2.29337027242199	0	0.00072674454724	0	0	FALSE
LDL_C	PCSK9	1	rs300271	54580366	1.4877175072026	0	0.00805617543844	0	0	FALSE
LDL_C	PCSK9	1	rs192136165	54580408	-1.86818120471596	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs564686222	54580417	0.686735032510542	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs300270	54580422	1.77392555038229	0	0.00462662517249	0	0	FALSE
LDL_C	PCSK9	1	rs11811633	54580457	0.654053436600994	0	0.00141050571489	0	0	FALSE
LDL_C	PCSK9	1	rs300269	54580719	0.636997164150081	0	0.010017007225	0	0	FALSE
LDL_C	PCSK9	1	rs300268	54580773	0.499086748941766	0	0.00839600192209	0	0	FALSE
LDL_C	PCSK9	1	rs300267	54580862	0.710680213507892	0	0.015182921961	0	0	FALSE
LDL_C	PCSK9	1	rs140601119	54580900	0.83418070528063	0	0.00089169723769	0	0	FALSE
LDL_C	PCSK9	1	rs300266	54580977	1.02950929897049	0	0.00934255631761	0	0	FALSE
LDL_C	PCSK9	1	rs150410631	54581068	2.10663388535419	0	0.00023946324516	0	0	FALSE
LDL_C	PCSK9	1	rs72668266	54581410	-0.574091760155852	0	0.00699389327025	0	0	FALSE
LDL_C	PCSK9	1	rs77590738	54581503	0.0518701819541587	0	0.00023946324516	0	0	FALSE
LDL_C	PCSK9	1	rs300265	54581722	0.126492826183422	0	0.00864500146225	0	0	FALSE
LDL_C	PCSK9	1	rs752289541	54581883	-1.3325484065821	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs80119070	54582015	-1.28790255499017	0	0.00235849123449	0	0	FALSE
LDL_C	PCSK9	1	rs7531575	54582051	-0.70659539302029	0	0.00640861089444	0	0	FALSE
LDL_C	PCSK9	1	rs7523764	54582100	-1.35487563153621	0	0.00133724787856	0	0	FALSE
LDL_C	PCSK9	1	rs7521400	54582128	-0.702203176075749	0	0.00640861089444	0	0	FALSE
LDL_C	PCSK9	1	rs565118877	54582341	-2.10124358514166	0	0.091778096601	0	0	FALSE
LDL_C	PCSK9	1	rs12569063	54582494	-1.28445167073327	0	0.00235849123449	0	0	FALSE
LDL_C	PCSK9	1	rs17110749	54582517	-0.570620545296202	0	0.00699389327025	0	0	FALSE
LDL_C	PCSK9	1	rs12563381	54582567	-1.28338547844616	0	0.00235849123449	0	0	FALSE
LDL_C	PCSK9	1	rs12567224	54582638	-1.28352635595393	0	0.00235849123449	0	0	FALSE
LDL_C	PCSK9	1	rs35617436	54582712	-1.28435600815906	0	0.00235849123449	0	0	FALSE
LDL_C	PCSK9	1	rs12137787	54582942	-0.710402183233864	0	0.00640861089444	0	0	FALSE
LDL_C	PCSK9	1	rs74439105	54582962	-1.28406441356814	0	0.00244693462225	0	0	FALSE
LDL_C	PCSK9	1	rs58555027	54582973	-1.36171935331504	0	0.00133724787856	0	0	FALSE
LDL_C	PCSK9	1	rs185758232	54582974	1.49243842692465	0	0.00023946324516	0	0	FALSE
LDL_C	PCSK9	1	rs578368	54583038	0.544322310270704	0	0.00845621858929	0	0	FALSE
LDL_C	PCSK9	1	rs75095270	54583056	-1.27833384708822	0	0.00235849123449	0	0	FALSE
LDL_C	PCSK9	1	rs75982482	54583141	-1.28385847734154	0	0.00235849123449	0	0	FALSE
LDL_C	PCSK9	1	rs12411272	54583601	-0.710419106128975	0	0.00640861089444	0	0	FALSE
LDL_C	PCSK9	1	rs374886368	54583762	-2.22551369221321	0	0.00023946324516	0	0	FALSE
LDL_C	PCSK9	1	rs17110755	54583939	-1.35901869720719	0	0.00133724787856	0	0	FALSE
LDL_C	PCSK9	1	rs114671145	54584108	1.37059568195739	0	0.00056306069521	0	0	FALSE
LDL_C	PCSK9	1	rs17110757	54584133	-1.36363819148346	0	0.00133724787856	0	0	FALSE
LDL_C	PCSK9	1	rs115503921	54584260	2.93780588668044	0	0.001057940676	0	0	FALSE
LDL_C	PCSK9	1	rs190329587	54584354	-1.63832380942111	0	0.00023946324516	0	0	FALSE
LDL_C	PCSK9	1	rs1172794	54584380	1.29729286565654	0	0.00325998747369	0	0	FALSE
LDL_C	PCSK9	1	rs6676031	54584442	-0.712618363169447	0	0.00640861089444	0	0	FALSE
LDL_C	PCSK9	1	rs41294808	54584680	1.69808325555918	0	0.00227041767121	0	0	FALSE
LDL_C	PCSK9	1	rs139402332	54584708	-0.527458065219152	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs7519073	54584959	-0.75994411471467	0	0.00640861089444	0	0	FALSE
LDL_C	PCSK9	1	rs77173620	54585557	-1.21739349745613	0	0.00182240194816	0	0	FALSE
LDL_C	PCSK9	1	rs79586907	54585640	0.507906842664699	0	0.00030878572729	0	0	FALSE
LDL_C	PCSK9	1	rs77134167	54585680	-1.3117547161502	0	0.00235849123449	0	0	FALSE
LDL_C	PCSK9	1	rs566028778	54585713	-0.122929110312684	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs1172795	54585990	1.29589044177838	0	0.00335223630225	0	0	FALSE
LDL_C	PCSK9	1	rs2304309	54586226	-1.32519468214942	0	0.00235849123449	0	0	FALSE
LDL_C	PCSK9	1	rs77239839	54586237	-1.79067204545684	0	0.00015933760441	0	0	FALSE
LDL_C	PCSK9	1	rs573522	54586358	0.604095105812404	0	0.00858107648281	0	0	FALSE
LDL_C	PCSK9	1	rs573411	54586398	0.551522312739935	0	0.010836393604	0	0	FALSE
LDL_C	PCSK9	1	rs605772	54586583	-0.138345053989868	0	0.00027249755625	0	0	FALSE
